V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1jO2L0RpzBJmfrI,Default Response Set,Anonymous,,,171.66.209.4,0,2015-03-04 18:59:13,2015-03-04 19:01:40,1,1,powerbirD,Mozilla,5.0,iPhone,375x667,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B436",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Phd,CN - China,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",4,4,4,4,4,37.41780090332,-122.17199707031,-1,
R_5cXZljlpH9PSQIJ,Default Response Set,Anonymous,,,89.74.136.252,0,2015-03-04 19:06:08,2015-03-04 19:07:23,1,1,ribeiro,Chrome,40.0.2214.115,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,student,PL - Poland,"1,(GMT+01:00) Warsaw",3,4,4,4,4,50.083297729492,19.916702270508,-1,
R_1ohjtjicUM678CS,Default Response Set,Anonymous,,,135.23.61.127,0,2015-03-04 19:12:08,2015-03-04 19:13:26,1,1,atmosphere,Chrome,41.0.2272.76,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,None,LU - Luxembourg,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",8,48,24,12,6,43.445297241211,-79.709503173828,-1,
R_3fd7gj6N197e4h5,Default Response Set,Anonymous,,,173.71.105.55,0,2015-03-04 19:15:02,2015-03-04 19:17:51,1,1,Jumping John,Firefox,36.0,Windows NT 6.3,1920x1200,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,51 years and above,Postgraduate/Master of arts,Java,Employed,US - United States,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",5,5,3,3,7,40.283004760742,-74.715103149414,-1,
R_1dKoeHKD3j5rRmO,Default Response Set,Anonymous,,,36.68.57.144,0,2015-03-04 19:18:29,2015-03-04 19:20:13,1,1,tri_code,Safari,10.3.1.2243,BB10,343x571,-1,,"Mozilla/5.0 (BB10; Touch) AppleWebKit/537.35+ (KHTML, like Gecko) Version/10.3.1.2243 Mobile Safari/537.35+",,,,,,,,8,,,,,-6.1750030517578,106.82861328125,-1,
R_86M1YqBM3sPEFe9,Default Response Set,Anonymous,,,69.143.8.160,0,2015-03-04 19:25:48,2015-03-04 19:27:29,1,1,Lapro,Safari,8.0.3,Macintosh,2560x1440,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",Male,26-30 years,Undergraduate/Bachelor's degree,C++,Graduate Student,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",7,2,2,2,2,38.860000610352,-77.098701477051,-1,
R_2bQ4y6cHMwT6PMa,Default Response Set,Anonymous,,,12.8.240.162,0,2015-03-04 19:26:09,2015-03-04 19:27:49,1,1,pedrosorio,Chrome,40.0.2214.115,Macintosh,2560x1440,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Python,employed,PT - Portugal,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,4,2,2,6,37.508102416992,-122.30099487305,-1,
R_YRomRKxGWssMUcV,Default Response Set,Anonymous,,,36.68.57.144,0,2015-03-04 19:37:12,2015-03-04 19:45:35,1,1,tri_code,Safari,10.3.1.2243,BB10,343x571,-1,,"Mozilla/5.0 (BB10; Touch) AppleWebKit/537.35+ (KHTML, like Gecko) Version/10.3.1.2243 Mobile Safari/537.35+",Male,31-40 years,Postgraduate/Master of arts,Java,,ID - Indonesia,"7,(GMT+07:00) Jakarta",8,3,5,7,9,-6.1750030517578,106.82861328125,-1,
R_3fCYsIP4WlbBU4U,Default Response Set,Anonymous,,,59.78.6.32,0,2015-03-04 20:39:14,2015-03-04 20:42:20,1,1,stzgd,Chrome,40.0.2214.94,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Undergraduate student,CN - China,"8,(GMT+08:00) Beijing",7,10,5,5,10,31.045593261719,121.3996887207,-1,
R_cBjYwghOQruxYk1,Default Response Set,Anonymous,,,142.244.5.156,0,2015-03-04 20:49:09,2015-03-04 20:50:48,1,1,sohel_uoa,Firefox,35.0,Ubuntu,1366x768,11.2.202,1,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:35.0) Gecko/20100101 Firefox/35.0,Male,31-40 years,Postgraduate/Master of arts,C++,"Research assistant, doctoral student",BD - Bangladesh,"-7,(GMT-07:00) Mountain Time (US &amp; Canada)",9,4,4,6,8,53.524795532227,-113.53340148926,-1,
R_3Dwoz9C5fmebHeu,Default Response Set,Anonymous,,,124.49.68.164,0,2015-03-04 20:54:48,2015-03-04 20:56:40,1,1,insik92,Chrome,41.0.2272.76,Macintosh,1920x1080,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Python,Undergraduate,"KR - Korea, South","9,(GMT+09:00) Seoul",4,20,10,20,20,37.570007324219,126.98001098633,-1,
R_2EEvQohRbHdkWv7,Default Response Set,Anonymous,,,14.17.22.33,0,2015-03-04 20:56:34,2015-03-04 21:00:27,1,1,Steven_Huang,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,software engineer,CN - China,"8,(GMT+08:00) Beijing",8,10,10,10,10,22.533294677734,114.13330078125,-1,
R_9YLwqHYUMWHvwCp,Default Response Set,Anonymous,,,115.43.32.49,0,2015-03-04 20:46:39,2015-03-04 21:06:09,1,1,omegayu,Chrome,40.0.2214.115,Windows NT 5.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Doctorate/PhD,Python,self-employed,TW - Taiwan,"8,(GMT+08:00) Taipei",10-completely willing,24,24,24,24,25.039199829102,121.52499389648,-1,
R_0BbFItduqfFiNbT,Default Response Set,Anonymous,,,115.66.76.81,0,2015-03-04 20:47:26,2015-03-04 21:07:44,1,1,EgorLakomkin,,,,,,,,Male,26-30 years,Postgraduate/Master of arts,Python,pursue Phd degree,RU - Russia,"8,(GMT+08:00) Singapore",7,0,0,4,4,1.2931060791016,103.85580444336,-1,
R_28S3Pw2hyCjU6tK,Default Response Set,Anonymous,,,14.17.22.33,0,2015-03-04 21:20:48,2015-03-04 21:24:51,1,1,Steven_Huang,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,software engineer,CN - China,"8,(GMT+08:00) Beijing",8,10,10,10,10,22.533294677734,114.13330078125,-1,
R_1gi3qsTXoHQwucr,Default Response Set,Anonymous,,,212.19.138.3,0,2015-03-04 21:29:40,2015-03-04 21:33:32,1,1,goocoder,Firefox,16.0,Windows NT 6.1,1920x1080,16.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,Male,20-25 years old,Undergraduate/Bachelor's degree,C++,,UZ - Uzbekistan,"6,(GMT+06:00) Almaty",9,4,4,4,4,43.256500244141,76.928497314453,-1,
R_50kGfv86EjsjJIx,Default Response Set,Anonymous,,,67.142.99.218,0,2015-03-04 21:13:45,2015-03-04 21:36:00,1,1,Sobeonkey,Safari iPhone,6.0,iPhone,320x568,-1,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B350 Safari/8536.25",Male,51 years and above,Undergraduate/Bachelor's degree,Python,Happy,,"-6,(GMT-06:00) Central Time (US &amp; Canada)",5,2,2,2,2,37.250900268555,-92.510398864746,-1,
R_a00ZCV21ZygyJcV,Default Response Set,Anonymous,,,111.206.20.3,0,2015-03-04 21:33:39,2015-03-04 21:37:10,1,1,crazygo,Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,-1,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Other,employe,CN - China,"8,(GMT+08:00) Beijing",9,8,6,4,4,39.928894042969,116.38830566406,-1,
R_2tzhpyvm7SZYuJP,Default Response Set,Anonymous,,,24.51.202.58,0,2015-03-04 21:38:04,2015-03-04 21:42:29,1,1,blu3fox,Mozilla,5.0,Windows NT 6.3,1366x768,16.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.2; MDDCJS; rv:11.0) like Gecko,Male,26-30 years,Undergraduate/Bachelor's degree,Java,employee,VE - Venezuela,"-4,(GMT-04:00) Santiago",6,24,24,24,24,26.303100585938,-80.27010345459,-1,
R_3njD6gVI8fcnIjD,Default Response Set,Anonymous,,,117.212.6.156,0,2015-03-04 21:52:16,2015-03-04 21:54:38,1,1,codeshubh,Chrome,40.0.2214.111,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,High School,C++,undergraduate student,IN - India,"5.5,(GMT+05:30) New Delhi",7,2,2,2,6,27.5,77.683288574219,-1,
R_1kHtupaRG0jV8Um,Default Response Set,Anonymous,,,125.39.106.184,0,2015-03-04 22:10:55,2015-03-04 22:16:40,1,1,shin_taku,Chrome,40.0.2214.115,Windows NT 6.3,1280x800,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,<20 years old,Undergraduate/Bachelor's degree,C++,Sophomore,CN - China,"8,(GMT+08:00) Beijing",6,24,24,24,24,39.142196655273,117.17669677734,-1,
R_1gLXSWGIIhSsGOY,Default Response Set,Anonymous,,,75.85.5.29,0,2015-03-04 22:35:18,2015-03-04 22:37:01,1,1,YDesai,Chrome,40.0.2214.115,Windows NT 6.3,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Postgraduate/Master of arts,C++,Member of Technical Staff,IN - India,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",8,24,26,26,20,34.213302612305,-118.88000488281,-1,
R_1eWyRqE5PRbOpPQ,Default Response Set,Anonymous,,,14.99.247.16,0,2015-03-04 22:34:55,2015-03-04 22:38:29,1,1,ritesh_tiwary,Chrome,34.0.1847.116,Windows NT 6.1,1366x768,13.0.0,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",,,,,b.tech (IT),IN - India,"5.5,(GMT+05:30) New Delhi",10-completely willing,10,10,10,10,20,77,-1,
R_2sSAGDCChI7H8Le,Default Response Set,Anonymous,,,27.34.89.102,0,2015-03-04 22:39:54,2015-03-04 22:45:55,1,1,dilip.thapa,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; SM-G7102 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C#,senior software developer,NP - Nepal,"5.75,(GMT+05:45) Kathmandu",4,9,8,8,8,27.666702270508,85.316711425781,-1,
R_R1Qd0LROrrggMj7,Default Response Set,Anonymous,,,122.177.115.99,0,2015-03-04 22:49:00,2015-03-04 22:51:19,1,1,sasikanth9,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C#,Working,IN - India,"5.5,(GMT+05:30) New Delhi",6,0,12,24,48,28.666702270508,77.216705322266,-1,
R_9XEr0OyMtMxf85n,Default Response Set,Anonymous,,,203.83.248.37,0,2015-03-04 23:10:39,2015-03-04 23:14:10,1,1,rb_next,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Software Development Engineer,IN - India,"5.5,(GMT+05:30) Kolkata",9,10,5,4,7,12.983306884766,77.583312988281,-1,
R_1ewUgv6DdvLUZSC,Default Response Set,Anonymous,,,85.26.232.111,0,2015-03-04 23:10:20,2015-03-04 23:15:28,1,1,GreatOZ,Firefox,38.0,Windows NT 6.3,1366x768,16.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,Male,<20 years old,High School,C#,Student,UZ - Uzbekistan,"6,(GMT+06:00) Novosibirsk",3,6,6,6,6,53.183502197266,50.118194580078,-1,
R_1pAQlZoY0XDcx76,Default Response Set,Anonymous,,,182.188.43.114,0,2015-03-04 23:16:29,2015-03-04 23:19:05,1,1,ashersyed,Safari iPad,8.0,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4",Male,31-40 years,Undergraduate/Bachelor's degree,C#,Self-employed,PK - Pakistan,"5,(GMT+05:00) Karachi",8,4,4,4,8,24.90559387207,67.08219909668,-1,
R_1LBW2eEhOBkqx2b,Default Response Set,Anonymous,,,122.172.72.65,0,2015-03-04 23:16:26,2015-03-04 23:19:10,1,1,kamalkishor1991,Chrome,40.0.2214.115,Linux x86_64,1366x768,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Software Engineer at scrollback,IN - India,"5.5,(GMT+05:30) Kolkata",7,8,9,12,12,12.983306884766,77.583312988281,-1,
R_yqklIy8gqT2QsQp,Default Response Set,Anonymous,,,74.71.141.73,0,2015-03-04 23:31:18,2015-03-04 23:36:22,1,1,mrmillers,Chrome,41.0.2272.76,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_90_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,C++,Master of Computer Science,CN - China,"-5,(GMT-05:00) Eastern Time (US &amp; Canada)",4,10,10,10,10,40.661697387695,-73.985496520996,-1,
R_21h64fW9xoG4uiG,Default Response Set,Anonymous,,,166.171.249.228,0,2015-03-04 23:34:54,2015-03-04 23:40:14,1,1,mcw1142,Chrome,40.0.2214.89,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.4; SAMSUNG-SGH-I337 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.89 Mobile Safari/537.36",Male,51 years and above,High School,Java,delivery driver,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,6,8,2,8,34.052200317383,-118.24369812012,-1,
R_1goot5B5yy3COFb,Default Response Set,Anonymous,,,182.188.43.114,0,2015-03-04 23:38:30,2015-03-04 23:40:23,1,1,ashersyed,Chrome,40.0.2214.115,Windows NT 6.3,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,31-40 years,Undergraduate/Bachelor's degree,C++,self-employed,PK - Pakistan,"5,(GMT+05:00) Karachi",10-completely willing,8,8,8,12,24.90559387207,67.08219909668,-1,
R_1MI9Kqm3gLdRMUJ,Default Response Set,Anonymous,,,83.9.172.152,0,2015-03-04 23:49:39,2015-03-04 23:52:10,1,1,maniek,Safari iPhone,8.0,iPhone,320x568,-1,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B435 Safari/600.1.4",Male,31-40 years,High School,C++,Enterpreneur,PL - Poland,"1,(GMT+01:00) Warsaw",8,2,2,2,2,50.916702270508,22.233306884766,-1,
R_xhYeZjyBUBmW0bD,Default Response Set,Anonymous,,,108.75.138.61,0,2015-03-04 23:53:17,2015-03-04 23:55:25,1,1,sukides,Chrome iPhone,40.0.2214.73,iPhone,375x667,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/40.0.2214.73 Mobile/12B411 Safari/600.1.4 (000826)",Male,20-25 years old,Postgraduate/Master of arts,C++,Employed,CN - China,"-6,(GMT-06:00) Central Time (US &amp; Canada)",7,2,2,2,2,41.863204956055,-87.61979675293,-1,
R_3262EVt0gU6Frp7,Default Response Set,Anonymous,,,80.111.163.65,0,2015-03-04 23:54:12,2015-03-04 23:56:30,1,1,vuchko,Chrome,40.0.2214.115,Macintosh,1440x900,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,Java,Employed,UA - Ukraine,"0,(GMT) Dublin",6,4,4,4,4,53.333099365234,-6.2489013671875,-1,
R_2eRURzcwmNZaYYF,Default Response Set,Anonymous,,,108.75.138.61,0,2015-03-04 23:55:55,2015-03-04 23:59:19,1,1,sukides,Chrome iPhone,40.0.2214.73,iPhone,375x667,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/40.0.2214.73 Mobile/12B411 Safari/600.1.4 (000826)",Male,20-25 years old,Postgraduate/Master of arts,C++,Employed,CN - China,"-6,(GMT-06:00) Central Time (US &amp; Canada)",7,4,4,4,4,41.863204956055,-87.61979675293,-1,
R_b89aWLf9QU10R3D,Default Response Set,Anonymous,,,1.39.61.166,0,2015-03-05 00:02:56,2015-03-05 00:12:25,1,1,AnandVeeramani,Chrome,41.0.2272.74,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Other,Employed - Developer,IN - India,"5.5,(GMT+05:30) Chennai",6,15,2,2,15,12.983306884766,77.583312988281,-1,
R_3PL8cL7VzmrWDpA,Default Response Set,Anonymous,,,1.39.61.166,0,2015-03-05 00:13:37,2015-03-05 00:15:43,1,1,AnandVeeramani,Chrome,41.0.2272.74,Windows NT 6.1,1366x768,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",Male,26-30 years,Undergraduate/Bachelor's degree,Other,Employed - developer,IN - India,"5.5,(GMT+05:30) Chennai",6,15,2,2,15,12.983306884766,77.583312988281,-1,
R_1IEJCzXOwhB1Qqs,Default Response Set,Anonymous,,,14.139.229.35,0,2015-03-05 00:32:45,2015-03-05 00:34:47,1,1,purneshtripathi,Firefox,35.0,Ubuntu,1366x768,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0,Male,20-25 years old,High School,Python,Bachelor of Technology,IN - India,"5.5,(GMT+05:30) New Delhi",8,10,10,10,10,29.050003051758,79.516693115234,-1,
R_10IzHCk3F5ZyotG,Default Response Set,Anonymous,,,14.139.181.229,0,2015-03-05 00:57:52,2015-03-05 01:01:04,1,1,fazam,Chrome,39.0.2171.65,Linux x86_64,1366x768,15.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36",Male,20-25 years old,High School,C++,undergraduate student,IN - India,"5.5,(GMT+05:30) Chennai",6,8,10,12,12,10.800003051758,79.149993896484,-1,
R_2RX65JvLsxo4cyi,Default Response Set,Anonymous,,,87.207.165.134,0,2015-03-05 01:01:56,2015-03-05 01:04:11,1,1,zakharchuk,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,31-40 years,Postgraduate/Master of arts,Java,employed,UA - Ukraine,"1,(GMT+01:00) Warsaw",7,10,10,10,10,50.083297729492,19.916702270508,-1,
R_sC28IQQoZGIcsXD,Default Response Set,Anonymous,,,136.0.17.33,0,2015-03-05 01:03:57,2015-03-05 01:07:10,1,1,yangzhe1991,Chrome,40.0.2214.111,Macintosh,1680x1050,16.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",Male,20-25 years old,Undergraduate/Bachelor's degree,Java,Working at Netease,CN - China,"8,(GMT+08:00) Beijing",7,5,5,5,5,37.372100830078,-121.86430358887,-1,
R_CemnOPwCYCG516h,Default Response Set,Anonymous,,,109.68.120.41,0,2015-03-05 01:05:53,2015-03-05 01:20:06,1,1,Vardan(RAU),Chrome,40.0.2214.115,Windows NT 6.1,1920x1080,16.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",Male,26-30 years,Postgraduate/Master of arts,C++,"Analyst, Data Quality and Management",AM - Armenia,"4,(GMT+04:00) Yerevan",8,4,4,6,4,40.181106567383,44.513595581055,-1,
R_3dFZPpTyJsKB7Gb,Default Response Set,Anonymous,,,220.225.244.116,0,2015-03-05 01:22:43,2015-03-05 01:26:57,1,1,nims11,Firefox,36.0,Linux x86_64,1366x768,11.2.202,1,Mozilla/5.0 (X11; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,Male,20-25 years old,High School,Python,Final Year Undergraduate Student,IN - India,"5.5,(GMT+05:30) Mumbai",7,12,12,12,12,23.350006103516,85.333312988281,-1,
R_0omHxy0yqA6Hufz,Default Response Set,Anonymous,,,78.99.57.112,0,2015-03-05 01:23:04,2015-03-05 01:27:11,1,1,TrePe,,,,,,,,Male,31-40 years,Doctorate/PhD,C++,Full time employee,SK - Slovakia,"1,(GMT+01:00) Bratislava",3,6,6,6,6,48.149993896484,17.11669921875,-1,
R_Cgowbld57qGm0hP,Default Response Set,Anonymous,,,98.255.144.140,0,2015-03-05 01:29:31,2015-03-05 01:30:55,1,1,mcw1142,Chrome,41.0.2272.76,Windows NT 6.0,1280x800,16.0.0,1,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Male,51 years and above,High School,Java,delivery driver,US - United States,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",5,6,8,2,10,38.47380065918,-121.44340515137,-1,
R_vitZegTCfd3eReF,Default Response Set,Anonymous,,,91.144.149.228,0,2015-03-05 01:33:17,2015-03-05 01:35:58,1,1,trylar,Chrome,41.0.2272.76,Linux x86_64,1920x1080,16.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",Female,26-30 years,Postgraduate/Master of arts,C++,Employed,RU - Russia,"3,(GMT+03:00) Moscow",7,5,3,3,6,55.75,37.616592407227,-1,
R_3MfA14oz9YhGp6R,Default Response Set,Anonymous,,,95.82.17.196,0,2015-03-05 01:30:49,2015-03-05 01:40:01,1,1,keyvankhademi,Chrome,37.0.2062.120,Linux x86_64,1280x800,15.0.0,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",Male,<20 years old,High School,C++,Allame Helli 4,IR - Iran,"3.5,(GMT+03:30) Tehran",2,1,1,1,1,35.696105957031,51.423095703125,-1,
R_4YNNmPZH8wx1j5T,Default Response Set,Anonymous,,,76.88.87.37,0,2015-03-05 01:47:32,2015-03-05 01:49:13,1,1,puffring,Firefox,35.0,Macintosh,1440x900,16.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0,Male,41-50 years,Postgraduate/Master of arts,Java,Employed - Full Time,VN - Vietnam,"-8,(GMT-08:00) Pacific Time (US &amp; Canada)",10-completely willing,5,5,5,10,32.957000732422,-117.19789886475,-1,
R_3iJ8xzGU0LConi0,Default Response Set,Anonymous,,,5.18.58.2,0,2015-03-05 01:50:41,2015-03-05 01:51:58,1,1,tokiru,Chrome,40.0.2214.111,Linux x86_64,1600x900,-1,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/40.0.2214.111 Chrome/40.0.2214.111 Safari/537.36",Male,<20 years old,,Java,bachelor,RU - Russia,"3,(GMT+03:00) St. Petersburg",8,3,3,3,24,59.894393920898,30.264205932617,-1,
R_3EqLUmwmDjgw0sp,Default Response Set,Anonymous,,,147.83.182.9,0,2015-03-05 02:00:19,2015-03-05 02:02:41,1,1,christianworlda,Chrome,40.0.2214.109,Linux,360x640,-1,1,"Mozilla/5.0 (Linux; Android 4.4.2; GT-I9505 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",Male,<20 years old,Undergraduate/Bachelor's degree,Java,etsetb,ES - Spain,"1,(GMT+01:00) Madrid",5,3,3,3,3,41.398406982422,2.1741027832031,-1,
